id;ville;annee;mois;temp_moy;temp_max_moy;temp_min_moy;precipitation_mm;ensoleillement_h
2433;Nantes;1990;9;18.4;24.7;13.8;67;160
2434;Nantes;1990;10;13.4;19.7;8.9;99;114
2435;Nantes;1990;11;10.5;16.2;5.6;91;76
2436;Nantes;1990;12;8.0;13.1;2.7;107;57
2437;Bordeaux;1990;1;7.3;12.0;2.3;75;73
2438;Bordeaux;1990;2;8.4;13.4;4.4;88;83
2439;Bordeaux;1990;3;11.4;17.0;6.2;71;149
2440;Bordeaux;1990;4;14.7;20.7;10.6;48;170
2441;Bordeaux;1990;5;17.8;24.0;13.1;78;218
2442;Bordeaux;1990;6;20.9;27.2;15.9;45;242
2443;Bordeaux;1990;7;23.1;29.5;18.8;43;300
2444;Bordeaux;1990;8;22.7;27.6;17.4;69;250
2445;Bordeaux;1990;9;21.7;27.3;16.3;67;203
2446;Bordeaux;1990;10;15.8;21.9;10.0;70;120
2447;Bordeaux;1990;11;10.0;15.9;4.2;63;88
2448;Bordeaux;1990;12;7.6;13.5;2.6;77;60
2449;Marseille;1990;1;9.9;14.6;5.5;51;149
2450;Marseille;1990;2;10.3;15.4;6.2;29;159
2451;Marseille;1990;3;13.1;19.5;7.8;37;224
2452;Marseille;1990;4;16.0;21.0;11.2;39;214
2453;Marseille;1990;5;18.9;23.7;14.3;21;268
2454;Marseille;1990;6;24.3;29.5;18.7;15;312
2455;Marseille;1990;7;27.4;32.0;22.8;6;418
2456;Marseille;1990;8;25.6;31.7;20.0;13;352
2457;Marseille;1990;9;21.8;27.6;15.9;58;284
2458;Marseille;1990;10;18.5;24.4;12.7;75;162
2459;Marseille;1990;11;11.4;17.0;5.5;57;154
2460;Marseille;1990;12;10.8;15.8;5.7;72;120
2461;Lille;1991;1;3.6;9.6;-1.0;40;57
2462;Lille;1991;2;5.1;11.4;-0.5;54;71
2463;Lille;1991;3;7.7;13.5;3.6;50;113
2464;Lille;1991;4;10.0;16.2;4.7;56;122
2465;Lille;1991;5;14.6;19.7;9.9;57;176
2466;Lille;1991;6;19.4;24.9;14.9;46;166
2467;Lille;1991;7;19.4;24.0;15.2;67;149
2468;Lille;1991;8;20.4;25.2;14.5;47;204
2469;Lille;1991;9;16.6;22.9;12.1;58;116
2470;Lille;1991;10;12.6;17.7;7.0;74;85
2471;Lille;1991;11;7.6;13.3;2.0;73;50
2472;Lille;1991;12;5.1;9.8;-0.4;50;34
2473;Paris;1991;1;6.0;10.6;0.2;61;61
2474;Paris;1991;2;8.0;14.4;2.1;55;91
2475;Paris;1991;3;10.1;16.4;5.7;43;130
2476;Paris;1991;4;13.0;18.2;7.8;48;178
2477;Paris;1991;5;15.6;20.7;9.8;72;168
2478;Paris;1991;6;19.6;25.0;15.3;69;168
2479;Paris;1991;7;21.8;27.3;16.4;50;209
2480;Paris;1991;8;22.0;27.6;17.3;44;247
2481;Paris;1991;9;18.1;23.0;13.3;62;160
2482;Paris;1991;10;13.0;18.6;8.9;58;95
2483;Paris;1991;11;8.1;14.6;3.6;58;59
2484;Paris;1991;12;6.6;12.0;2.3;44;46
2485;Nantes;1991;1;6.8;12.8;1.9;71;65
2486;Nantes;1991;2;7.6;13.1;2.8;48;74
2487;Nantes;1991;3;9.0;14.4;4.5;59;131
2488;Nantes;1991;4;12.5;17.2;8.1;58;143
2489;Nantes;1991;5;16.1;20.9;11.5;46;180
2490;Nantes;1991;6;19.4;24.6;14.0;38;224
2491;Nantes;1991;7;21.0;26.4;16.8;36;210
2492;Nantes;1991;8;21.6;27.9;16.6;33;191
2493;Nantes;1991;9;18.7;23.7;14.7;78;152
2494;Nantes;1991;10;14.0;19.8;9.4;70;90
2495;Nantes;1991;11;9.6;15.9;5.6;70;81
2496;Nantes;1991;12;7.7;12.8;2.4;67;64
2497;Bordeaux;1991;1;8.4;13.4;4.4;69;75
2498;Bordeaux;1991;2;7.3;12.9;2.7;54;79
2499;Bordeaux;1991;3;10.6;17.0;5.3;64;125
2500;Bordeaux;1991;4;14.0;20.2;8.9;55;162
2501;Bordeaux;1991;5;16.9;21.6;11.2;90;248
2502;Bordeaux;1991;6;20.7;26.6;15.0;65;266
2503;Bordeaux;1991;7;24.3;30.7;20.3;38;299
2504;Bordeaux;1991;8;23.1;28.1;19.0;60;200
2505;Bordeaux;1991;9;19.3;25.5;15.3;55;222
2506;Bordeaux;1991;10;15.0;20.0;10.7;76;119
2507;Bordeaux;1991;11;9.2;14.2;4.6;104;99
2508;Bordeaux;1991;12;9.6;15.5;5.3;95;64
2509;Marseille;1991;1;8.4;13.3;2.6;53;152
2510;Marseille;1991;2;11.0;15.8;6.7;35;148
2511;Marseille;1991;3;12.6;18.3;8.4;38;215
2512;Marseille;1991;4;17.5;23.9;12.0;49;264
2513;Marseille;1991;5;19.7;25.3;15.0;31;334
2514;Marseille;1991;6;25.0;30.4;20.3;22;340
2515;Marseille;1991;7;26.0;30.8;21.3;5;364
2516;Marseille;1991;8;26.6;31.5;21.2;16;348
2517;Marseille;1991;9;21.2;26.5;16.4;48;265
2518;Marseille;1991;10;17.4;22.4;12.7;81;155
2519;Marseille;1991;11;13.0;19.4;7.7;73;155
2520;Marseille;1991;12;9.7;15.5;5.1;44;149
2521;Lille;1992;1;4.3;10.1;-0.0;41;44
2522;Lille;1992;2;4.6;10.3;0.4;50;64
2523;Lille;1992;3;8.0;14.0;4.0;39;107
2524;Lille;1992;4;11.4;16.0;6.4;53;147
2525;Lille;1992;5;15.0;21.2;10.5;38;192
2526;Lille;1992;6;18.4;23.8;13.2;56;214
2527;Lille;1992;7;21.6;27.6;16.3;81;205
2528;Lille;1992;8;19.6;24.4;15.0;64;153
2529;Lille;1992;9;16.6;22.7;11.3;54;129
2530;Lille;1992;10;12.9;17.6;7.3;67;76
2531;Lille;1992;11;7.3;12.7;1.6;41;55
2532;Lille;1992;12;5.7;11.7;-0.0;53;42
2533;Paris;1992;1;5.4;11.5;0.6;55;50
2534;Paris;1992;2;6.4;11.4;1.5;41;82
2535;Paris;1992;3;9.6;16.0;4.1;39;129
2536;Paris;1992;4;14.0;19.6;8.1;39;170
2537;Paris;1992;5;17.1;22.4;11.3;51;218
2538;Paris;1992;6;18.5;24.6;13.0;67;179
2539;Paris;1992;7;21.4;27.6;16.7;73;222
2540;Paris;1992;8;21.7;27.8;16.4;42;183
2541;Paris;1992;9;19.3;24.9;15.2;68;135
2542;Paris;1992;10;13.8;18.5;9.8;70;106
2543;Paris;1992;11;8.8;14.3;4.5;38;72
2544;Paris;1992;12;6.8;11.6;2.7;69;42
2545;Nantes;1992;1;8.1;14.6;3.6;100;85
2546;Nantes;1992;2;7.4;12.0;2.9;76;89
2547;Nantes;1992;3;9.2;14.8;4.6;80;137
2548;Nantes;1992;4;12.4;17.8;6.8;68;178
2549;Nantes;1992;5;15.2;20.8;9.8;60;213
2550;Nantes;1992;6;18.7;24.2;14.1;50;246
2551;Nantes;1992;7;21.7;26.3;16.0;43;262
2552;Nantes;1992;8;21.8;27.8;16.3;41;184
2553;Nantes;1992;9;17.5;23.1;12.1;57;169
2554;Nantes;1992;10;13.2;19.6;7.5;68;120
2555;Nantes;1992;11;8.4;13.1;4.3;91;72
2556;Nantes;1992;12;7.8;12.4;2.1;102;54
2557;Bordeaux;1992;1;7.4;12.1;2.6;60;69
2558;Bordeaux;1992;2;8.9;14.0;3.7;87;105
2559;Bordeaux;1992;3;12.9;19.3;7.3;59;152
2560;Bordeaux;1992;4;14.0;19.8;9.5;53;171
2561;Bordeaux;1992;5;17.0;22.1;11.3;77;168
2562;Bordeaux;1992;6;22.2;27.9;16.3;73;225
2563;Bordeaux;1992;7;22.2;26.8;16.4;46;298
2564;Bordeaux;1992;8;23.5;29.7;17.6;48;296
2565;Bordeaux;1992;9;20.6;25.6;15.0;66;171
2566;Bordeaux;1992;10;14.4;19.3;8.6;104;148
2567;Bordeaux;1992;11;9.4;14.3;3.5;91;71
2568;Bordeaux;1992;12;7.7;13.5;3.4;79;61
2569;Marseille;1992;1;10.1;15.5;5.9;65;174
2570;Marseille;1992;2;11.0;17.5;6.5;40;144
2571;Marseille;1992;3;13.0;19.0;7.8;41;241
2572;Marseille;1992;4;14.7;20.1;10.2;34;216
2573;Marseille;1992;5;19.2;24.1;14.8;32;290
2574;Marseille;1992;6;22.9;28.1;18.7;15;298
2575;Marseille;1992;7;26.8;31.7;21.7;5;328
2576;Marseille;1992;8;27.5;32.6;22.2;16;372
2577;Marseille;1992;9;22.9;28.0;17.7;59;215
2578;Marseille;1992;10;19.2;24.0;13.3;59;196
2579;Marseille;1992;11;13.3;18.1;8.0;46;130
2580;Marseille;1992;12;9.2;15.3;3.2;59;125
2581;Lille;1993;1;3.9;9.8;-1.6;50;57
2582;Lille;1993;2;5.9;11.8;1.4;42;71
2583;Lille;1993;3;8.0;14.4;3.7;47;91
2584;Lille;1993;4;10.8;16.2;5.0;53;145
2585;Lille;1993;5;15.7;20.2;10.1;41;188
2586;Lille;1993;6;18.6;24.3;14.1;64;157
2587;Lille;1993;7;20.0;26.2;15.9;65;150
2588;Lille;1993;8;19.9;25.4;14.8;46;151
2589;Lille;1993;9;17.0;22.9;12.7;57;143
2590;Lille;1993;10;12.3;18.5;6.4;66;79
2591;Lille;1993;11;8.4;13.9;4.4;63;47
2592;Lille;1993;12;5.1;11.2;0.7;72;34
2593;Paris;1993;1;5.1;10.8;0.1;41;56
2594;Paris;1993;2;5.1;11.0;-0.5;38;89
2595;Paris;1993;3;10.0;16.3;5.5;50;146
2596;Paris;1993;4;14.2;18.9;9.1;56;147
2597;Paris;1993;5;15.8;20.9;10.7;46;234
2598;Paris;1993;6;19.0;24.6;14.8;62;232
2599;Paris;1993;7;22.4;27.1;16.6;73;213
2600;Paris;1993;8;21.2;27.4;16.4;43;225
2601;Paris;1993;9;17.5;22.7;13.0;47;193
2602;Paris;1993;10;13.9;19.8;9.6;62;88
2603;Paris;1993;11;8.1;14.3;4.0;40;74
2604;Paris;1993;12;6.3;12.1;0.4;49;41
2605;Nantes;1993;1;7.5;12.4;2.5;97;64
2606;Nantes;1993;2;7.1;12.6;1.6;51;89
2607;Nantes;1993;3;10.1;15.6;4.2;71;141
2608;Nantes;1993;4;12.2;18.0;7.8;49;152
2609;Nantes;1993;5;16.8;23.2;10.9;58;223
2610;Nantes;1993;6;18.7;23.3;13.0;58;179
2611;Nantes;1993;7;22.1;27.0;17.4;30;238
2612;Nantes;1993;8;21.2;26.8;15.4;50;200
2613;Nantes;1993;9;18.8;23.4;13.0;48;147
2614;Nantes;1993;10;16.1;21.4;12.0;96;90
2615;Nantes;1993;11;8.8;13.5;4.5;68;67
2616;Nantes;1993;12;7.0;13.2;1.8;98;56
2617;Bordeaux;1993;1;8.2;13.8;2.4;67;74
2618;Bordeaux;1993;2;8.2;13.8;2.9;61;108
2619;Bordeaux;1993;3;11.9;18.0;7.3;50;168
2620;Bordeaux;1993;4;13.7;19.4;9.5;50;197
2621;Bordeaux;1993;5;17.6;22.3;12.9;75;247
2622;Bordeaux;1993;6;21.9;26.6;17.2;56;212
2623;Bordeaux;1993;7;24.0;29.3;18.0;55;227
2624;Bordeaux;1993;8;22.6;27.4;16.6;55;257
2625;Bordeaux;1993;9;20.0;24.5;14.2;89;196
2626;Bordeaux;1993;10;14.2;20.6;8.3;66;113
2627;Bordeaux;1993;11;10.2;16.4;4.6;76;92
2628;Bordeaux;1993;12;8.7;14.0;4.3;95;61
2629;Marseille;1993;1;9.5;15.8;3.9;37;142
2630;Marseille;1993;2;11.1;16.7;5.3;27;177
2631;Marseille;1993;3;11.6;17.9;6.0;34;240
2632;Marseille;1993;4;16.8;22.3;12.6;33;218
2633;Marseille;1993;5;21.0;26.9;15.5;30;239
2634;Marseille;1993;6;24.0;28.8;18.0;17;285
2635;Marseille;1993;7;26.7;32.0;21.5;4;417
2636;Marseille;1993;8;25.6;31.3;19.9;19;331
2637;Marseille;1993;9;22.5;28.5;16.9;48;211
2638;Marseille;1993;10;18.7;24.6;14.6;51;208
2639;Marseille;1993;11;13.4;18.4;9.4;54;115
2640;Marseille;1993;12;10.7;15.4;5.9;59;137
2641;Lille;1994;1;4.7;9.9;-0.8;39;57
2642;Lille;1994;2;5.4;10.0;1.0;32;56
2643;Lille;1994;3;8.1;13.9;4.0;50;103
2644;Lille;1994;4;10.6;15.3;5.4;49;132
2645;Lille;1994;5;14.8;20.8;10.2;68;154
2646;Lille;1994;6;18.2;23.8;12.6;58;180
2647;Lille;1994;7;20.0;26.0;15.7;71;201
2648;Lille;1994;8;19.1;24.7;14.4;76;156
2649;Lille;1994;9;17.0;22.1;12.7;57;149
2650;Lille;1994;10;11.8;17.7;7.2;62;93
2651;Lille;1994;11;7.3;12.0;2.3;63;60
2652;Lille;1994;12;6.7;12.0;1.2;42;41
2653;Paris;1994;1;5.2;9.7;-0.2;58;74
2654;Paris;1994;2;7.2;12.8;3.0;40;90
2655;Paris;1994;3;11.4;16.7;5.6;55;111
2656;Paris;1994;4;13.3;18.6;7.5;63;195
2657;Paris;1994;5;17.4;22.7;12.8;41;197
2658;Paris;1994;6;19.6;24.9;14.9;42;177
2659;Paris;1994;7;21.2;25.8;16.0;65;205
2660;Paris;1994;8;21.1;26.7;15.5;55;182
2661;Paris;1994;9;20.0;24.8;14.5;64;144
2662;Paris;1994;10;13.0;17.9;7.7;60;116
2663;Paris;1994;11;7.7;13.7;2.1;46;63
2664;Paris;1994;12;7.3;13.7;3.0;44;59
2665;Nantes;1994;1;6.9;12.1;2.6;105;71
2666;Nantes;1994;2;7.4;12.5;2.6;70;81
2667;Nantes;1994;3;10.2;14.7;5.3;80;158
2668;Nantes;1994;4;13.2;18.4;8.6;59;178
2669;Nantes;1994;5;15.9;20.8;11.5;39;237
2670;Nantes;1994;6;18.3;23.1;13.1;48;214
2671;Nantes;1994;7;21.3;26.6;15.6;45;243
2672;Nantes;1994;8;21.5;27.3;15.8;43;205
2673;Nantes;1994;9;17.6;22.2;12.9;55;170
2674;Nantes;1994;10;15.2;21.1;10.6;95;104
2675;Nantes;1994;11;9.8;15.8;4.5;98;70
2676;Nantes;1994;12;7.5;12.9;1.9;85;62
2677;Bordeaux;1994;1;8.2;12.8;4.1;69;89
2678;Bordeaux;1994;2;7.5;13.0;2.3;70;108
2679;Bordeaux;1994;3;11.1;16.7;7.0;78;122
2680;Bordeaux;1994;4;14.4;20.7;8.7;65;194
2681;Bordeaux;1994;5;16.5;21.3;11.4;49;182
2682;Bordeaux;1994;6;22.0;27.4;16.0;70;235
2683;Bordeaux;1994;7;23.1;29.2;18.2;43;267
2684;Bordeaux;1994;8;23.1;28.2;18.2;66;227
2685;Bordeaux;1994;9;19.0;24.9;13.4;53;191
2686;Bordeaux;1994;10;16.1;21.3;10.9;79;112
2687;Bordeaux;1994;11;9.7;14.4;5.0;112;68
2688;Bordeaux;1994;12;8.6;13.4;3.1;72;57
2689;Marseille;1994;1;9.3;14.6;3.4;56;129
2690;Marseille;1994;2;10.9;15.8;6.8;37;150
2691;Marseille;1994;3;13.0;18.4;7.6;33;227
2692;Marseille;1994;4;16.9;23.2;11.6;34;244
2693;Marseille;1994;5;19.7;25.3;13.7;22;263
2694;Marseille;1994;6;24.2;29.4;20.1;15;352
2695;Marseille;1994;7;28.1;33.2;23.4;5;377
2696;Marseille;1994;8;26.1;32.6;21.1;20;355
2697;Marseille;1994;9;21.8;27.8;17.5;44;250
2698;Marseille;1994;10;18.1;23.0;12.2;92;196
2699;Marseille;1994;11;12.4;17.5;8.0;65;130
2700;Marseille;1994;12;8.2;13.4;3.2;69;154
2701;Lille;1995;1;4.8;10.1;0.0;42;44
2702;Lille;1995;2;3.9;8.5;-1.9;39;78
2703;Lille;1995;3;7.1;12.3;1.5;39;128
2704;Lille;1995;4;11.8;17.4;6.4;38;158
2705;Lille;1995;5;14.4;19.7;8.9;65;208
2706;Lille;1995;6;18.1;23.1;13.3;62;152
2707;Lille;1995;7;21.3;26.1;16.4;59;179
2708;Lille;1995;8;20.8;26.6;16.7;57;153
2709;Lille;1995;9;17.2;22.2;11.8;57;111
2710;Lille;1995;10;12.2;17.4;6.5;64;92
2711;Lille;1995;11;7.6;13.7;2.9;40;58
2712;Lille;1995;12;4.6;10.3;-0.5;70;36
2713;Paris;1995;1;5.8;10.9;0.5;43;71
2714;Paris;1995;2;6.2;11.0;1.1;51;92
2715;Paris;1995;3;10.5;16.6;6.0;37;109
2716;Paris;1995;4;12.6;18.6;7.6;62;193
2717;Paris;1995;5;15.4;20.5;10.0;59;228
2718;Paris;1995;6;20.4;26.3;15.0;63;219
2719;Paris;1995;7;21.7;27.7;16.2;56;212
2720;Paris;1995;8;21.9;27.9;16.8;52;197
2721;Paris;1995;9;17.3;23.5;13.1;58;131
2722;Paris;1995;10;14.9;20.2;10.5;68;93
2723;Paris;1995;11;9.3;15.2;4.6;51;58
2724;Paris;1995;12;6.7;12.8;2.4;48;52
2725;Nantes;1995;1;8.1;12.6;4.1;90;71
2726;Nantes;1995;2;8.4;13.9;4.2;71;106
2727;Nantes;1995;3;10.1;15.1;6.0;63;133
2728;Nantes;1995;4;11.9;16.7;6.9;61;144
2729;Nantes;1995;5;15.9;21.5;10.3;65;175
2730;Nantes;1995;6;19.0;23.8;14.7;49;239
2731;Nantes;1995;7;20.1;25.1;16.0;36;222
2732;Nantes;1995;8;22.5;27.3;17.6;44;204
2733;Nantes;1995;9;17.6;23.6;13.2;75;169
2734;Nantes;1995;10;13.7;20.1;8.7;59;107
2735;Nantes;1995;11;9.9;14.8;4.4;95;71
2736;Nantes;1995;12;8.8;14.3;3.9;106;72
2737;Bordeaux;1995;1;8.4;13.7;3.6;101;74
2738;Bordeaux;1995;2;8.9;14.1;4.5;85;108
2739;Bordeaux;1995;3;12.3;18.0;7.8;80;158
2740;Bordeaux;1995;4;14.5;19.2;10.4;80;210
2741;Bordeaux;1995;5;17.7;23.1;12.1;56;182
2742;Bordeaux;1995;6;21.5;27.1;15.8;57;212
2743;Bordeaux;1995;7;22.9;27.4;17.9;56;284
2744;Bordeaux;1995;8;23.7;28.8;17.8;57;272
2745;Bordeaux;1995;9;20.3;25.2;16.0;56;152
2746;Bordeaux;1995;10;14.9;21.4;10.2;100;145
2747;Bordeaux;1995;11;10.1;15.5;5.2;84;77
2748;Bordeaux;1995;12;8.3;13.0;2.6;66;68
2749;Marseille;1995;1;8.6;14.4;3.5;46;144
2750;Marseille;1995;2;9.5;14.4;5.0;40;157
2751;Marseille;1995;3;12.8;17.4;7.8;28;170
2752;Marseille;1995;4;15.9;20.8;10.1;30;198
2753;Marseille;1995;5;20.5;25.7;14.8;35;331
2754;Marseille;1995;6;23.8;28.5;18.5;15;344
2755;Marseille;1995;7;27.7;32.9;23.3;6;404
2756;Marseille;1995;8;27.4;33.7;22.4;18;284
2757;Marseille;1995;9;22.1;27.4;17.9;51;262
2758;Marseille;1995;10;17.6;23.0;12.1;74;200
2759;Marseille;1995;11;12.4;17.3;7.2;81;156
2760;Marseille;1995;12;10.1;15.1;5.6;70;120
2761;Lille;1996;1;5.1;9.6;0.7;39;56
2762;Lille;1996;2;5.3;10.9;-0.2;39;70
2763;Lille;1996;3;8.4;13.1;3.3;49;101
2764;Lille;1996;4;10.5;15.4;5.1;56;133
2765;Lille;1996;5;16.0;22.3;10.6;45;206
2766;Lille;1996;6;18.2;23.1;13.4;44;176
2767;Lille;1996;7;19.9;25.2;15.4;72;160
2768;Lille;1996;8;20.3;25.1;14.9;50;173
2769;Lille;1996;9;17.3;22.5;11.8;71;148
2770;Lille;1996;10;11.3;15.9;6.3;49;92
2771;Lille;1996;11;8.3;13.3;2.5;66;43
2772;Lille;1996;12;5.3;10.0;0.6;73;38
2773;Paris;1996;1;5.4;10.9;0.8;52;69
2774;Paris;1996;2;6.7;12.7;1.8;51;72
2775;Paris;1996;3;9.8;15.0;5.7;47;141
2776;Paris;1996;4;13.4;18.0;9.3;55;188
2777;Paris;1996;5;18.0;24.4;13.5;55;160
2778;Paris;1996;6;19.1;25.2;13.6;55;248
2779;Paris;1996;7;22.8;28.8;18.0;62;232
2780;Paris;1996;8;22.4;28.3;17.7;56;212
2781;Paris;1996;9;17.8;22.8;12.4;64;156
2782;Paris;1996;10;13.0;19.4;8.1;59;108
2783;Paris;1996;11;10.4;16.4;5.9;42;73
2784;Paris;1996;12;5.5;11.0;0.4;70;45
2785;Nantes;1996;1;6.9;12.1;1.8;99;83
2786;Nantes;1996;2;7.3;12.9;1.8;62;106
2787;Nantes;1996;3;10.6;15.4;5.5;76;128
2788;Nantes;1996;4;13.1;18.7;8.5;42;177
2789;Nantes;1996;5;16.6;22.7;10.6;70;226
2790;Nantes;1996;6;19.0;23.6;13.0;43;209
2791;Nantes;1996;7;21.8;27.1;16.8;33;225
2792;Nantes;1996;8;21.9;28.1;16.5;38;211
2793;Nantes;1996;9;18.7;23.5;14.6;77;162
2794;Nantes;1996;10;13.4;19.1;7.7;93;128
2795;Nantes;1996;11;10.1;15.9;4.8;83;65
2796;Nantes;1996;12;7.8;13.4;2.9;85;54
2797;Bordeaux;1996;1;7.2;11.8;1.7;96;87
2798;Bordeaux;1996;2;9.3;15.1;4.5;72;85
2799;Bordeaux;1996;3;10.7;15.3;6.2;79;140
2800;Bordeaux;1996;4;14.0;19.1;8.3;78;163
2801;Bordeaux;1996;5;18.8;24.3;14.7;60;195
2802;Bordeaux;1996;6;20.9;26.5;15.6;70;209
2803;Bordeaux;1996;7;23.3;27.8;18.2;52;286
2804;Bordeaux;1996;8;22.9;29.4;18.4;53;269
2805;Bordeaux;1996;9;19.9;24.5;15.7;91;211
2806;Bordeaux;1996;10;13.9;20.0;9.8;69;148
2807;Bordeaux;1996;11;10.4;15.8;6.0;74;80
2808;Bordeaux;1996;12;6.9;12.4;1.3;92;69
2809;Marseille;1996;1;9.4;14.0;4.4;58;143
2810;Marseille;1996;2;10.9;15.8;5.8;34;172
2811;Marseille;1996;3;13.4;19.3;7.9;36;244
2812;Marseille;1996;4;15.5;20.3;10.3;45;261
2813;Marseille;1996;5;20.1;26.0;16.0;34;287
2814;Marseille;1996;6;24.0;30.0;18.2;13;306
2815;Marseille;1996;7;28.5;33.3;24.2;7;298
2816;Marseille;1996;8;26.7;32.6;22.3;12;307
2817;Marseille;1996;9;21.5;27.1;15.5;55;264
2818;Marseille;1996;10;18.0;24.4;13.0;53;211
2819;Marseille;1996;11;14.4;19.0;9.2;81;129
2820;Marseille;1996;12;10.2;15.7;4.5;53;121
2821;Lille;1997;1;3.1;7.7;-1.1;66;47
2822;Lille;1997;2;5.1;11.4;-0.6;33;57
2823;Lille;1997;3;9.6;15.7;5.0;56;110
2824;Lille;1997;4;12.2;17.9;8.1;49;144
2825;Lille;1997;5;14.8;20.4;9.0;66;184
2826;Lille;1997;6;17.3;22.9;12.6;40;170
2827;Lille;1997;7;19.0;25.2;14.5;74;219
2828;Lille;1997;8;20.7;25.9;16.3;68;180
2829;Lille;1997;9;15.8;21.5;10.8;53;130
2830;Lille;1997;10;12.8;17.4;7.0;82;95
2831;Lille;1997;11;7.9;13.1;3.6;69;45
2832;Lille;1997;12;4.6;10.6;-0.6;57;41
2833;Paris;1997;1;6.0;11.0;0.5;59;59
2834;Paris;1997;2;6.9;12.3;1.3;46;70
2835;Paris;1997;3;9.7;15.7;3.8;52;140
2836;Paris;1997;4;14.1;20.1;8.2;51;168
2837;Paris;1997;5;16.7;21.7;11.8;51;179
2838;Paris;1997;6;20.3;26.5;15.1;39;185
2839;Paris;1997;7;20.9;26.3;15.4;82;226
2840;Paris;1997;8;22.4;27.4;17.9;71;190
2841;Paris;1997;9;17.3;22.6;11.4;69;175
2842;Paris;1997;10;14.4;19.6;9.6;66;89
2843;Paris;1997;11;8.4;13.9;3.8;42;69
2844;Paris;1997;12;5.3;10.4;0.3;40;42
2845;Nantes;1997;1;7.7;13.8;1.9;74;67
2846;Nantes;1997;2;8.4;13.9;2.5;75;86
2847;Nantes;1997;3;9.9;15.0;4.5;72;148
2848;Nantes;1997;4;12.9;17.5;7.9;60;165
2849;Nantes;1997;5;16.5;22.6;12.2;50;192
2850;Nantes;1997;6;18.5;24.8;13.0;45;187
2851;Nantes;1997;7;20.5;26.9;14.8;51;217
2852;Nantes;1997;8;21.9;27.2;16.3;42;217
2853;Nantes;1997;9;18.7;23.8;13.9;67;162
2854;Nantes;1997;10;14.0;19.3;8.4;96;101
2855;Nantes;1997;11;11.3;16.0;6.9;97;59
2856;Nantes;1997;12;8.7;13.9;4.0;65;57
2857;Bordeaux;1997;1;9.3;15.2;3.5;92;70
2858;Bordeaux;1997;2;8.6;13.7;3.1;88;78
2859;Bordeaux;1997;3;10.9;15.7;5.6;51;164
2860;Bordeaux;1997;4;14.4;19.6;9.7;67;207
2861;Bordeaux;1997;5;19.4;25.7;15.1;54;242
2862;Bordeaux;1997;6;22.5;28.3;18.3;48;279
2863;Bordeaux;1997;7;23.7;29.7;19.5;48;314
2864;Bordeaux;1997;8;22.1;27.9;17.5;55;207
2865;Bordeaux;1997;9;19.5;24.5;15.1;66;157
2866;Bordeaux;1997;10;16.1;21.2;10.1;75;110
2867;Bordeaux;1997;11;10.3;14.9;4.5;65;69
2868;Bordeaux;1997;12;6.7;12.5;2.3;111;63
2869;Marseille;1997;1;8.5;14.2;3.6;53;144
2870;Marseille;1997;2;10.3;16.3;4.6;38;148
2871;Marseille;1997;3;14.7;20.3;9.2;43;192
2872;Marseille;1997;4;16.5;21.0;11.7;35;213
2873;Marseille;1997;5;19.2;24.5;13.8;29;313
2874;Marseille;1997;6;25.2;31.3;20.4;23;344
2875;Marseille;1997;7;26.3;32.5;20.6;6;384
2876;Marseille;1997;8;26.3;31.8;20.7;18;370
2877;Marseille;1997;9;22.7;28.2;18.5;42;246
2878;Marseille;1997;10;18.7;24.3;13.2;50;187
2879;Marseille;1997;11;14.2;19.8;8.3;59;108
2880;Marseille;1997;12;9.5;14.3;4.8;44;121
2881;Lille;1998;1;2.8;8.1;-1.3;55;53
2882;Lille;1998;2;4.8;11.2;0.7;54;58
2883;Lille;1998;3;9.1;14.9;4.3;44;110
2884;Lille;1998;4;11.1;17.1;6.7;33;164
2885;Lille;1998;5;14.4;19.2;8.8;56;203
2886;Lille;1998;6;18.1;23.3;13.3;57;213
2887;Lille;1998;7;20.8;25.7;15.1;79;187
2888;Lille;1998;8;20.3;26.8;14.6;57;207
2889;Lille;1998;9;16.7;22.7;11.9;56;135
2890;Lille;1998;10;13.4;19.7;9.4;79;78
2891;Lille;1998;11;6.6;12.9;2.3;64;58
2892;Lille;1998;12;6.1;12.2;0.3;60;35
2893;Paris;1998;1;5.3;10.7;1.2;62;59
2894;Paris;1998;2;7.0;13.2;1.6;39;63
2895;Paris;1998;3;10.2;15.0;4.3;53;133
2896;Paris;1998;4;12.3;17.4;7.8;63;134
2897;Paris;1998;5;17.2;23.4;11.4;49;159
2898;Paris;1998;6;19.6;24.8;14.4;64;166
2899;Paris;1998;7;22.3;27.5;16.6;69;259
2900;Paris;1998;8;21.6;26.2;17.0;50;200
2901;Paris;1998;9;18.1;24.1;12.8;68;160
2902;Paris;1998;10;13.6;19.0;9.5;73;119
2903;Paris;1998;11;9.7;14.8;3.7;62;51
2904;Paris;1998;12;6.9;12.9;1.4;41;39
2905;Nantes;1998;1;8.1;13.8;3.5;81;75
2906;Nantes;1998;2;6.4;12.5;0.8;48;84
2907;Nantes;1998;3;10.9;16.0;6.3;45;156
2908;Nantes;1998;4;11.4;17.6;7.0;67;139
2909;Nantes;1998;5;16.2;21.3;10.8;65;177
2910;Nantes;1998;6;19.3;25.6;13.7;32;189
2911;Nantes;1998;7;21.9;28.1;16.4;43;202
2912;Nantes;1998;8;21.0;25.6;15.8;55;265
